Job profession,Linguistic,Musical,Bodily,Logical - Mathematical,Spatial-Visualization,Interpersonal,Intrapersonal,Naturalist,P1,P2,P3,P4,P5,P6,P7,P8
Language Teacher,19,13,6,13,10,20,18,14,2,1,0,1,0,2.0,2,1.0
Language Teacher,15,11,6,13,8,19,19,14,2,1,0,1,0,2.0,2,1.0
Language Teacher,17,13,6,13,5,18,17,14,2,1,0,1,0,2.0,2,1.0
Language Teacher,19,14,6,13,10,16,15,14,2,1,0,1,0,2.0,2,1.0
Language Teacher,17,12,6,13,8,15,19,14,2,1,0,1,0,2.0,2,1.0
Language Teacher,17,14,6,13,5,19,16,14,2,1,0,1,0,2.0,2,1.0
Language Teacher,16,11,6,13,10,20,17,14,2,1,0,1,0,2.0,2,1.0
Language Teacher,17,13,7,13,7,19,18,14,2,1,0,1,0,2.0,2,1.0
Language Teacher,19,14,7,13,6,19,19,14,2,1,0,1,0,2.0,2,1.0
Language Teacher,15,12,7,14,5,20,17,14,2,1,0,1,0,2.0,2,1.0
Language Teacher,17,14,7,14,7,19,15,14,2,1,0,1,0,2.0,2,1.0
Language Teacher,19,11,7,14,9,18,19,14,2,1,0,1,0,2.0,2,1.0
Language Teacher,18,12,7,14,6,16,16,14,2,1,0,1,0,2.0,2,1.0
Language Teacher,16,14,7,14,5,15,17,14,2,1,0,1,0,2.0,2,1.0
Poet,19,20,11,5,9,12,17,12,2,2,1,0,0,1.0,2,1.0
Poet,18,20,11,10,9,12,15,11,2,2,1,0,0,1.0,2,1.0
Poet,17,20,13,8,9,12,16,13,2,2,1,0,0,1.0,2,1.0
Poet,15,20,11,5,9,12,19,11,2,2,1,0,0,1.0,2,1.0
Poet,16,20,14,10,9,12,17,14,2,2,1,0,0,1.0,2,1.0
Poet,19,20,12,7,9,12,15,12,2,2,1,0,0,1.0,2,1.0
Poet,18,20,11,6,9,12,17,11,2,2,1,0,0,1.0,2,1.0
Poet,19,20,11,5,9,12,15,13,2,2,1,0,0,1.0,2,1.0
Poet,19,20,11,7,9,12,16,11,2,2,1,0,0,1.0,2,1.0
Poet,17,20,13,9,9,12,19,14,2,2,1,0,0,1.0,2,1.0
Poet,15,20,11,6,9,12,17,12,2,2,1,0,0,1.0,2,1.0
Poet,16,20,14,5,9,12,15,11,2,2,1,0,0,1.0,2,1.0
Poet,19,20,12,10,9,12,17,13,2,2,1,0,0,1.0,2,1.0
Poet,18,20,11,8,9,12,15,11,2,2,1,0,0,1.0,2,1.0
Poet,19,20,11,5,9,12,16,14,2,2,1,0,0,1.0,2,1.0
Poet,19,19,11,10,9,12,19,12,2,2,1,0,0,1.0,2,1.0
Poet,19,19,13,7,9,12,17,11,2,2,1,0,0,1.0,2,1.0
Poet,19,19,11,6,9,12,15,13,2,2,1,0,0,1.0,2,1.0
Poet,19,19,14,5,9,13,17,11,2,2,1,0,0,1.0,2,1.0
Poet,17,19,12,7,9,13,15,14,2,2,1,0,0,1.0,2,1.0
Poet,15,19,11,9,9,13,16,12,2,2,1,0,0,1.0,2,1.0
Poet,16,19,11,6,9,13,19,11,2,2,1,0,0,1.0,2,1.0
Poet,19,19,13,5,9,13,17,13,2,2,1,0,0,1.0,2,1.0
Poet,18,19,11,10,9,13,15,11,2,2,1,0,0,1.0,2,1.0
Poet,19,19,14,8,8,13,17,14,2,2,1,0,0,1.0,2,1.0
Poet,19,19,12,5,8,13,15,12,2,2,1,0,0,1.0,2,1.0
Poet,19,19,11,10,8,13,16,11,2,2,1,0,0,1.0,2,1.0
Poet,19,18,12,7,8,13,19,13,2,2,1,0,0,1.0,2,1.0
Poet,18,18,11,6,8,13,17,11,2,2,1,0,0,1.0,2,1.0
Poet,18,18,13,5,8,13,15,14,2,2,1,0,0,1.0,2,1.0
Poet,17,18,11,7,8,14,17,12,2,2,1,0,0,1.0,2,1.0
Poet,15,18,14,9,8,14,15,11,2,2,1,0,0,1.0,2,1.0
Poet,16,18,12,6,8,14,16,13,2,2,1,0,0,1.0,2,1.0
Poet,19,18,11,5,8,14,19,11,2,2,1,0,0,1.0,2,1.0
Poet,17,18,12,10,8,14,17,14,2,2,1,0,0,1.0,2,1.0
Poet,15,18,11,8,8,14,15,12,2,2,1,0,0,1.0,2,1.0
Poet,16,18,13,5,8,14,17,11,2,2,1,0,0,1.0,2,1.0
Poet,19,18,11,10,8,14,15,13,2,2,1,0,0,1.0,2,1.0
Poet,18,18,14,7,8,14,16,11,2,2,1,0,0,1.0,2,1.0
Poet,18,18,12,5,7,14,19,11,2,2,1,0,0,1.0,2,1.0
Poet,18,18,11,10,7,14,17,13,2,2,1,0,0,1.0,2,1.0
Poet,18,18,13,8,6,14,15,11,2,2,1,0,0,1.0,2,1.0
Poet,17,18,11,5,6,14,17,14,2,2,1,0,0,1.0,2,1.0
Poet,15,18,13,10,7,11,15,12,2,2,1,0,0,1.0,2,1.0
Poet,16,18,11,7,5,11,17,11,2,2,1,0,0,1.0,2,1.0
Poet,19,18,14,6,9,11,15,13,2,2,1,0,0,1.0,2,1.0
Poet,18,18,12,5,8,11,16,11,2,2,1,0,0,1.0,2,1.0
Poet,17,18,11,7,7,11,19,14,2,2,1,0,0,1.0,2,1.0
Poet,17,18,13,9,7,11,17,12,2,2,1,0,0,1.0,2,1.0
Poet,17,18,14,6,7,11,15,11,2,2,1,0,0,1.0,2,1.0
Broadcaster,17,11,19,11,8,18,7,12,2,1,2,1,0,2.0,0,1.0
Broadcaster,18,14,19,11,5,15,8,12,2,1,2,1,0,2.0,0,1.0
Broadcaster,19,13,19,14,10,17,5,12,2,1,2,1,0,2.0,0,1.0
Broadcaster,20,11,19,13,7,19,10,12,2,1,2,1,0,2.0,0,1.0
Broadcaster,19,11,19,12,6,20,7,12,2,1,2,1,0,2.0,0,1.0
Broadcaster,18,11,19,12,8,18,6,12,2,1,2,1,0,2.0,0,1.0
Broadcaster,17,11,19,12,5,18,8,12,2,1,2,1,0,2.0,0,1.0
Broadcaster,16,14,19,12,10,15,5,12,2,1,2,1,0,2.0,0,1.0
Broadcaster,17,13,19,11,7,17,10,12,2,1,2,1,0,2.0,0,1.0
Broadcaster,18,11,19,11,6,19,7,12,2,1,2,1,0,2.0,0,1.0
Broadcaster,19,11,19,14,8,20,6,12,2,1,2,1,0,2.0,0,1.0
Broadcaster,20,11,19,13,5,18,8,11,2,1,2,1,0,2.0,0,1.0
Broadcaster,19,11,19,12,10,18,5,11,2,1,2,1,0,2.0,0,1.0
Broadcaster,18,14,19,12,7,15,10,11,2,1,2,1,0,2.0,0,1.0
Broadcaster,17,13,19,12,6,17,7,11,2,1,2,1,0,2.0,0,1.0
Broadcaster,16,11,19,12,8,19,6,11,2,1,2,1,0,2.0,0,1.0
Broadcaster,17,11,19,12,5,20,8,11,2,1,2,1,0,2.0,0,1.0
Broadcaster,18,11,19,13,10,18,5,11,2,1,2,1,0,2.0,0,1.0
Broadcaster,19,14,19,11,7,18,10,11,2,1,2,1,0,2.0,0,1.0
Broadcaster,20,13,16,11,6,15,7,11,2,1,2,1,0,2.0,0,1.0
Broadcaster,19,11,16,14,8,17,6,11,2,1,2,1,0,2.0,0,1.0
Broadcaster,18,12,16,13,5,19,8,11,2,1,2,1,0,2.0,0,1.0
Broadcaster,17,11,16,13,10,20,5,11,2,1,2,1,0,2.0,0,1.0
Broadcaster,16,14,16,13,7,18,10,13,2,1,2,1,0,2.0,0,1.0
Broadcaster,17,13,16,13,6,15,7,13,2,1,2,1,0,2.0,0,1.0
Broadcaster,18,11,16,13,8,17,6,13,2,1,2,1,0,2.0,0,1.0
Broadcaster,19,12,16,11,5,19,5,13,2,1,2,1,0,2.0,0,1.0
Broadcaster,20,11,16,11,10,20,8,13,2,1,2,1,0,2.0,0,1.0
Broadcaster,19,14,16,14,7,18,5,13,2,1,2,1,0,2.0,0,1.0
Broadcaster,18,13,16,13,6,15,10,13,2,1,2,1,0,2.0,0,1.0
Broadcaster,17,11,16,14,8,17,7,13,2,1,2,1,0,2.0,0,1.0
Broadcaster,16,12,16,14,5,19,6,13,2,1,2,1,0,2.0,0,1.0
Broadcaster,17,11,16,14,10,20,8,13,2,1,2,1,0,2.0,0,1.0
Broadcaster,18,14,16,14,7,18,5,13,2,1,2,1,0,2.0,0,1.0
Broadcaster,19,13,16,14,6,15,10,13,2,1,2,1,0,2.0,0,1.0
Broadcaster,20,11,16,11,8,17,7,13,2,1,2,1,0,2.0,0,1.0
Broadcaster,19,13,16,11,5,19,6,13,2,1,2,1,0,2.0,0,1.0
Broadcaster,18,11,17,14,10,20,8,13,2,1,2,1,0,2.0,0,1.0
Broadcaster,17,14,17,13,7,17,5,13,2,1,2,1,0,2.0,0,1.0
Broadcaster,16,13,17,11,6,18,10,14,2,1,2,1,0,2.0,0,1.0
Broadcaster,16,11,17,11,8,15,7,14,2,1,2,1,0,2.0,0,1.0
Broadcaster,17,14,17,11,5,17,6,14,2,1,2,1,0,2.0,0,1.0
Broadcaster,18,11,17,14,10,19,8,14,2,1,2,1,0,2.0,0,1.0
Broadcaster,19,14,17,13,7,20,5,14,2,1,2,1,0,2.0,0,1.0
Broadcaster,20,13,17,11,6,17,10,14,2,1,2,1,0,2.0,0,1.0
Broadcaster,19,11,17,11,8,18,7,14,2,1,2,1,0,2.0,0,1.0
Broadcaster,18,14,17,11,5,15,6,14,2,1,2,1,0,2.0,0,1.0
Broadcaster,17,13,17,14,10,17,9,14,2,1,2,1,0,2.0,0,1.0
Broadcaster,16,11,17,13,7,19,8,14,2,1,2,1,0,2.0,0,1.0
Broadcaster,17,11,17,11,6,20,7,14,2,1,2,1,0,2.0,0,1.0
Artist,12,18,12,5,10,12,15,18,1,2,1,0,0,1.0,2,2.0
Artist,13,19,13,5,9,12,15,15,1,2,1,0,0,1.0,2,2.0
Artist,14,18,14,6,7,12,15,17,1,2,1,0,0,1.0,2,2.0
Artist,11,15,11,6,6,12,15,19,1,2,1,0,0,1.0,2,2.0
Artist,14,17,12,7,5,12,15,20,1,2,1,0,0,1.0,2,2.0
Artist,13,18,12,7,9,12,15,18,1,2,1,0,0,1.0,2,2.0
Artist,12,20,13,8,8,12,15,15,1,2,1,0,0,1.0,2,2.0
Artist,11,18,14,8,7,12,15,17,1,2,1,0,0,1.0,2,2.0
Artist,12,19,11,9,6,12,15,19,1,2,1,0,0,1.0,2,2.0
Artist,13,18,12,9,5,12,15,20,1,2,1,0,0,1.0,2,2.0
Artist,14,15,12,5,9,12,15,18,1,2,1,0,0,1.0,2,2.0
Artist,11,17,13,5,10,12,15,15,1,2,1,0,0,1.0,2,2.0
Artist,14,18,14,5,10,12,15,17,1,2,1,0,0,1.0,2,2.0
Artist,13,20,11,6,9,12,15,19,1,2,1,0,0,1.0,2,2.0
Artist,12,18,12,6,7,12,15,20,1,2,1,0,0,1.0,2,2.0
Artist,11,18,13,7,6,12,15,18,1,2,1,0,0,1.0,2,2.0
Artist,12,19,14,7,5,12,17,15,1,2,1,0,0,1.0,2,2.0
Artist,13,18,11,8,9,12,17,17,1,2,1,0,0,1.0,2,2.0
Artist,14,15,12,8,8,12,17,19,1,2,1,0,0,1.0,2,2.0
Artist,11,17,12,9,7,12,17,20,1,2,1,0,0,1.0,2,2.0
Artist,14,18,13,9,6,12,17,18,1,2,1,0,0,1.0,2,2.0
Artist,13,20,14,5,5,12,17,15,1,2,1,0,0,1.0,2,2.0
Artist,12,19,11,5,9,12,17,17,1,2,1,0,0,1.0,2,2.0
Artist,11,18,14,6,10,13,17,19,1,2,1,0,0,1.0,2,2.0
Artist,12,19,12,6,10,13,17,20,1,2,1,0,0,1.0,2,2.0
Artist,13,18,13,7,9,13,17,18,1,2,1,0,0,1.0,2,2.0
Artist,14,15,14,7,7,13,17,15,1,2,1,0,0,1.0,2,2.0
Artist,11,17,11,8,6,13,17,17,1,2,1,0,0,1.0,2,2.0
Artist,14,18,14,8,5,13,17,19,1,2,1,0,0,1.0,2,2.0
Artist,13,20,12,9,9,13,17,20,1,2,1,0,0,1.0,2,2.0
Artist,12,16,13,9,8,13,17,18,1,2,1,0,0,1.0,2,2.0
Artist,11,18,14,7,7,13,18,18,1,2,1,0,0,1.0,2,2.0
Artist,13,19,11,7,6,13,18,15,1,2,1,0,0,1.0,2,2.0
Artist,12,18,12,5,5,13,18,17,1,2,1,0,0,1.0,2,2.0
Artist,13,15,13,5,9,13,18,19,1,2,1,0,0,1.0,2,2.0
Artist,14,17,14,6,10,13,18,20,1,2,1,0,0,1.0,2,2.0
Artist,11,18,11,6,10,14,18,18,1,2,1,0,0,1.0,2,2.0
Artist,14,20,14,7,9,14,18,15,1,2,1,0,0,1.0,2,2.0
Artist,13,16,12,7,7,14,18,17,1,2,1,0,0,1.0,2,2.0
Artist,12,18,13,5,6,14,18,19,1,2,1,0,0,1.0,2,2.0
Artist,11,19,14,5,5,14,18,20,1,2,1,0,0,1.0,2,2.0
Artist,13,18,11,6,9,14,18,18,1,2,1,0,0,1.0,2,2.0
Artist,12,15,11,6,8,14,18,15,1,2,1,0,0,1.0,2,2.0
Artist,13,17,12,7,7,14,18,17,1,2,1,0,0,1.0,2,2.0
Artist,14,18,13,7,6,14,18,19,1,2,1,0,0,1.0,2,2.0
Artist,11,20,14,8,5,14,20,18,1,2,1,0,0,1.0,2,2.0
Artist,14,17,12,8,9,14,20,15,1,2,1,0,0,1.0,2,2.0
Artist,13,16,13,9,10,14,20,17,1,2,1,0,0,1.0,2,2.0
Artist,12,19,14,6,8,14,20,19,1,2,1,0,0,1.0,2,2.0
Artist,11,17,11,9,7,14,20,20,1,2,1,0,0,1.0,2,2.0
Graphic Designer,11,5,5,20,19,11,13,10,1,0,0,2,2,1.0,1,0.0
Graphic Designer,12,6,6,18,19,11,13,10,1,0,0,2,2,1.0,1,0.0
Graphic Designer,14,7,5,17,19,11,13,10,1,0,0,2,2,1.0,1,0.0
Graphic Designer,11,5,7,16,19,11,13,10,1,0,0,2,2,1.0,1,0.0
Graphic Designer,12,6,8,16,19,11,13,10,1,0,0,2,2,1.0,1,0.0
Graphic Designer,14,7,7,15,19,11,13,10,1,0,0,2,2,1.0,1,0.0
Graphic Designer,11,5,8,20,19,11,13,10,1,0,0,2,2,1.0,1,0.0
Graphic Designer,12,6,9,18,19,11,13,10,1,0,0,2,2,1.0,1,0.0
Graphic Designer,14,7,10,17,19,11,13,10,1,0,0,2,2,1.0,1,0.0
Graphic Designer,11,5,5,16,19,11,13,10,1,0,0,2,2,1.0,1,0.0
Graphic Designer,12,6,6,16,18,11,13,10,1,0,0,2,2,1.0,1,0.0
Graphic Designer,14,7,5,15,18,11,13,10,1,0,0,2,2,1.0,1,0.0
Graphic Designer,11,6,7,20,18,11,13,6,1,0,0,2,2,1.0,1,0.0
Graphic Designer,12,8,8,18,18,11,13,6,1,0,0,2,2,1.0,1,0.0
Graphic Designer,14,9,7,17,18,11,13,6,1,0,0,2,2,1.0,1,0.0
Graphic Designer,11,10,8,16,18,11,13,6,1,0,0,2,2,1.0,1,0.0
Graphic Designer,12,7,9,16,18,11,13,6,1,0,0,2,2,1.0,1,0.0
Graphic Designer,14,6,10,15,18,11,14,6,1,0,0,2,2,1.0,1,0.0
Graphic Designer,11,8,5,20,18,11,14,6,1,0,0,2,2,1.0,1,0.0
Graphic Designer,12,9,6,18,18,14,14,6,1,0,0,2,2,1.0,1,0.0
Graphic Designer,14,10,5,17,18,14,14,6,1,0,0,2,2,1.0,1,0.0
Graphic Designer,11,7,7,16,18,14,14,6,1,0,0,2,2,1.0,1,0.0
Graphic Designer,12,6,8,16,17,14,14,6,1,0,0,2,2,1.0,1,0.0
Graphic Designer,14,8,7,15,17,14,14,6,1,0,0,2,2,1.0,1,0.0
Graphic Designer,14,9,8,20,17,14,12,6,1,0,0,2,2,1.0,1,0.0
Graphic Designer,13,10,9,18,17,14,12,6,1,0,0,2,2,1.0,1,0.0
Graphic Designer,12,7,10,17,17,14,12,6,1,0,0,2,2,1.0,1,0.0
Graphic Designer,11,6,5,16,17,11,12,6,1,0,0,2,2,1.0,1,0.0
Graphic Designer,12,8,6,16,17,11,12,6,1,0,0,2,2,1.0,1,0.0
Graphic Designer,14,9,5,15,17,11,12,8,1,0,0,2,2,1.0,1,0.0
Graphic Designer,14,10,7,20,17,11,12,8,1,0,0,2,2,1.0,1,0.0
Graphic Designer,13,7,8,18,17,11,12,8,1,0,0,2,2,1.0,1,0.0
Graphic Designer,12,6,7,17,15,11,12,8,1,0,0,2,2,1.0,1,0.0
Graphic Designer,11,8,8,16,15,11,12,8,1,0,0,2,2,1.0,1,0.0
Graphic Designer,12,9,9,16,15,12,12,8,1,0,0,2,2,1.0,1,0.0
Graphic Designer,14,10,10,15,15,12,13,8,1,0,0,2,2,1.0,1,0.0
Graphic Designer,14,7,5,20,15,12,13,8,1,0,0,2,2,1.0,1,0.0
Graphic Designer,13,6,6,18,15,12,13,8,1,0,0,2,2,1.0,1,0.0
Graphic Designer,12,8,5,17,15,12,13,8,1,0,0,2,2,1.0,1,0.0
Graphic Designer,11,9,7,16,15,12,13,8,1,0,0,2,2,1.0,1,0.0
Graphic Designer,12,10,8,16,15,13,13,8,1,0,0,2,2,1.0,1,0.0
Graphic Designer,14,7,7,15,15,13,13,8,1,0,0,2,2,1.0,1,0.0
Graphic Designer,14,6,8,20,15,13,13,8,1,0,0,2,2,1.0,1,0.0
Graphic Designer,13,8,9,18,15,13,13,8,1,0,0,2,2,1.0,1,0.0
Graphic Designer,12,9,10,17,19,13,12,8,1,0,0,2,2,1.0,1,0.0
Graphic Designer,11,10,5,16,19,13,12,8,1,0,0,2,2,1.0,1,0.0
Graphic Designer,14,7,6,16,19,13,12,8,1,0,0,2,2,1.0,1,0.0
Graphic Designer,13,6,7,15,19,13,12,8,1,0,0,2,2,1.0,1,0.0
Graphic Designer,12,8,8,17,19,13,12,8,1,0,0,2,2,1.0,1,0.0
Graphic Designer,11,9,9,18,19,13,12,8,1,0,0,2,2,1.0,1,0.0
Fashion Designer,5,7,11,11,10,18,16,15,0,0,1,1,0,2.0,2,2.0
Fashion Designer,6,7,12,11,9,18,16,15,0,0,1,1,0,2.0,2,2.0
Fashion Designer,7,8,14,11,8,18,16,15,0,0,1,1,0,2.0,2,2.0
Fashion Designer,8,8,11,11,7,18,16,15,0,0,1,1,0,2.0,2,2.0
Fashion Designer,8,9,12,11,10,18,16,15,0,0,1,1,0,2.0,2,2.0
Fashion Designer,7,9,14,11,9,18,16,15,0,0,1,1,0,2.0,2,2.0
Fashion Designer,6,7,11,11,8,18,16,15,0,0,1,1,0,2.0,2,2.0
Fashion Designer,5,7,12,11,7,18,16,15,0,0,1,1,0,2.0,2,2.0
Fashion Designer,5,8,14,11,10,18,16,15,0,0,1,1,0,2.0,2,2.0
Fashion Designer,6,8,11,11,9,18,16,15,0,0,1,1,0,2.0,2,2.0
Fashion Designer,7,9,12,11,8,18,16,15,0,0,1,1,0,2.0,2,2.0
Fashion Designer,8,9,14,13,7,18,16,15,0,0,1,1,0,2.0,2,2.0
Fashion Designer,8,7,11,13,10,18,16,15,0,0,1,1,0,2.0,2,2.0
Fashion Designer,7,7,12,13,9,18,16,15,0,0,1,1,0,2.0,2,2.0
Fashion Designer,6,8,14,13,8,18,16,15,0,0,1,1,0,2.0,2,2.0
Fashion Designer,5,8,11,13,7,18,16,15,0,0,1,1,0,2.0,2,2.0
Fashion Designer,5,9,12,13,10,18,16,15,0,0,1,1,0,2.0,2,2.0
Fashion Designer,6,9,14,13,9,18,16,15,0,0,1,1,0,2.0,2,2.0
Fashion Designer,7,7,11,13,8,18,16,15,0,0,1,1,0,2.0,2,2.0
Fashion Designer,8,7,12,13,7,18,16,15,0,0,1,1,0,2.0,2,2.0
Fashion Designer,8,8,14,13,10,18,16,15,0,0,1,1,0,2.0,2,2.0
Fashion Designer,7,8,11,13,9,18,16,15,0,0,1,1,0,2.0,2,2.0
Fashion Designer,6,9,12,14,8,18,16,15,0,0,1,1,0,2.0,2,2.0
Fashion Designer,5,9,14,14,7,18,16,15,0,0,1,1,0,2.0,2,2.0
Fashion Designer,5,7,14,14,10,18,16,15,0,0,1,1,0,2.0,2,2.0
Fashion Designer,6,7,13,14,9,18,16,15,0,0,1,1,0,2.0,2,2.0
Fashion Designer,7,8,12,14,8,18,16,15,0,0,1,1,0,2.0,2,2.0
Fashion Designer,8,8,11,14,7,18,16,15,0,0,1,1,0,2.0,2,2.0
Fashion Designer,8,9,12,14,10,18,16,15,0,0,1,1,0,2.0,2,2.0
Fashion Designer,7,9,14,14,9,18,16,15,0,0,1,1,0,2.0,2,2.0
Fashion Designer,6,7,14,14,8,18,16,15,0,0,1,1,0,2.0,2,2.0
Fashion Designer,5,7,13,14,7,18,16,15,0,0,1,1,0,2.0,2,2.0
Fashion Designer,5,8,12,14,10,18,16,15,0,0,1,1,0,2.0,2,2.0
Fashion Designer,6,8,11,13,9,18,16,15,0,0,1,1,0,2.0,2,2.0
Fashion Designer,7,9,12,13,8,18,16,15,0,0,1,1,0,2.0,2,2.0
Fashion Designer,8,9,14,13,7,18,16,15,0,0,1,1,0,2.0,2,2.0
Fashion Designer,8,7,14,13,10,18,16,15,0,0,1,1,0,2.0,2,2.0
Fashion Designer,7,7,13,13,9,18,16,15,0,0,1,1,0,2.0,2,2.0
Fashion Designer,6,8,12,13,8,18,16,15,0,0,1,1,0,2.0,2,2.0
Fashion Designer,5,8,11,13,7,18,16,15,0,0,1,1,0,2.0,2,2.0
Fashion Designer,5,9,12,13,10,18,16,15,0,0,1,1,0,2.0,2,2.0
Fashion Designer,6,9,14,12,9,18,16,15,0,0,1,1,0,2.0,2,2.0
Fashion Designer,7,7,14,12,8,18,16,15,0,0,1,1,0,2.0,2,2.0
Fashion Designer,8,7,13,12,7,18,16,15,0,0,1,1,0,2.0,2,2.0
Fashion Designer,8,8,12,12,10,18,16,15,0,0,1,1,0,2.0,2,2.0
Fashion Designer,7,8,11,12,9,18,16,15,0,0,1,1,0,2.0,2,2.0
Fashion Designer,6,9,14,12,8,18,16,15,0,0,1,1,0,2.0,2,2.0
Fashion Designer,5,9,13,12,7,18,16,15,0,0,1,1,0,2.0,2,2.0
Fashion Designer,6,8,12,12,6,18,16,15,0,0,1,1,0,2.0,2,2.0
Fashion Designer,8,6,11,12,7,18,16,15,0,0,1,1,0,2.0,2,2.0
Interior Decorator,11,7,5,20,16,17,12,14,1,0,0,2,2,2.0,1,1.0
Interior Decorator,12,7,6,19,16,17,12,14,1,0,0,2,2,2.0,1,1.0
Interior Decorator,13,7,7,18,16,17,12,14,1,0,0,2,2,2.0,1,1.0
Interior Decorator,12,7,8,17,16,17,12,14,1,0,0,2,2,2.0,1,1.0
Interior Decorator,14,7,8,16,16,17,12,14,1,0,0,2,2,2.0,1,1.0
Interior Decorator,11,7,7,15,16,17,12,14,1,0,0,2,2,2.0,1,1.0
Interior Decorator,12,7,6,20,16,17,12,14,1,0,0,2,2,2.0,1,1.0
Interior Decorator,13,7,5,19,16,17,12,14,1,0,0,2,2,2.0,1,1.0
Interior Decorator,12,7,5,18,16,17,12,14,1,0,0,2,2,2.0,1,1.0
Interior Decorator,14,7,6,17,16,17,12,14,1,0,0,2,2,2.0,1,1.0
Interior Decorator,11,7,7,16,16,17,13,14,1,0,0,2,2,2.0,1,1.0
Interior Decorator,12,7,8,15,16,17,13,11,1,0,0,2,2,2.0,1,1.0
Interior Decorator,13,7,8,20,16,17,13,11,1,0,0,2,2,2.0,1,1.0
Interior Decorator,12,7,7,19,16,18,13,11,1,0,0,2,2,2.0,1,1.0
Interior Decorator,14,7,6,18,16,18,13,11,1,0,0,2,2,2.0,1,1.0
Interior Decorator,11,7,5,17,16,18,13,11,1,0,0,2,2,2.0,1,1.0
Interior Decorator,12,7,5,16,15,18,13,11,1,0,0,2,2,2.0,1,1.0
Interior Decorator,13,7,6,15,15,18,13,11,1,0,0,2,2,2.0,1,1.0
Interior Decorator,12,7,7,20,15,18,13,11,1,0,0,2,2,2.0,1,1.0
Interior Decorator,14,7,8,19,15,18,13,11,1,0,0,2,2,2.0,1,1.0
Interior Decorator,11,7,8,18,15,18,13,11,1,0,0,2,2,2.0,1,1.0
Interior Decorator,12,7,7,17,15,18,12,11,1,0,0,2,2,2.0,1,1.0
Interior Decorator,13,7,6,16,15,18,12,13,1,0,0,2,2,2.0,1,1.0
Interior Decorator,12,7,5,15,15,18,12,13,1,0,0,2,2,2.0,1,1.0
Interior Decorator,14,7,5,20,15,18,12,13,1,0,0,2,2,2.0,1,1.0
Interior Decorator,11,7,6,19,15,18,12,13,1,0,0,2,2,2.0,1,1.0
Interior Decorator,12,7,7,18,15,15,12,13,1,0,0,2,2,2.0,1,1.0
Interior Decorator,13,7,8,17,15,15,12,13,1,0,0,2,2,2.0,1,1.0
Interior Decorator,12,7,8,16,15,15,12,13,1,0,0,2,2,2.0,1,1.0
Interior Decorator,14,7,7,15,15,15,12,13,1,0,0,2,2,2.0,1,1.0
Interior Decorator,11,7,6,20,15,15,12,13,1,0,0,2,2,2.0,1,1.0
Interior Decorator,12,7,5,19,15,15,12,13,1,0,0,2,2,2.0,1,1.0
Interior Decorator,13,7,5,18,18,15,14,11,1,0,0,2,2,2.0,1,1.0
Interior Decorator,12,7,6,17,18,15,14,11,1,0,0,2,2,2.0,1,1.0
Interior Decorator,14,7,7,16,18,15,14,11,1,0,0,2,2,2.0,1,1.0
Interior Decorator,11,7,8,15,18,19,14,11,1,0,0,2,2,2.0,1,1.0
Interior Decorator,12,7,8,20,18,19,14,11,1,0,0,2,2,2.0,1,1.0
Interior Decorator,13,7,7,19,18,19,14,11,1,0,0,2,2,2.0,1,1.0
Interior Decorator,12,7,6,18,18,19,14,11,1,0,0,2,2,2.0,1,1.0
Interior Decorator,14,7,5,17,18,19,14,11,1,0,0,2,2,2.0,1,1.0
Interior Decorator,11,7,5,16,18,19,14,11,1,0,0,2,2,2.0,1,1.0
Interior Decorator,12,7,6,15,18,19,14,11,1,0,0,2,2,2.0,1,1.0
Interior Decorator,13,7,7,20,18,19,14,11,1,0,0,2,2,2.0,1,1.0
Interior Decorator,12,7,8,19,18,19,14,11,1,0,0,2,2,2.0,1,1.0
Interior Decorator,14,7,8,18,18,19,14,11,1,0,0,2,2,2.0,1,1.0
Interior Decorator,11,7,7,17,19,19,14,11,1,0,0,2,2,2.0,1,1.0
Interior Decorator,12,7,6,16,19,19,14,11,1,0,0,2,2,2.0,1,1.0
Interior Decorator,13,7,5,15,19,19,14,11,1,0,0,2,2,2.0,1,1.0
Interior Decorator,12,7,6,17,19,19,14,11,1,0,0,2,2,2.0,1,1.0
Interior Decorator,14,7,8,16,19,19,14,11,1,0,0,2,2,2.0,1,1.0
Pilot,6,5,18,19,11,13,7,20,0,0,2,2,1,1.0,0,2.0
Pilot,6,6,17,19,12,13,7,19,0,0,2,2,1,1.0,0,2.0
Pilot,6,7,16,19,13,13,8,18,0,0,2,2,1,1.0,0,2.0
Pilot,6,8,16,19,12,13,8,17,0,0,2,2,1,1.0,0,2.0
Pilot,6,8,18,19,14,13,7,20,0,0,2,2,1,1.0,0,2.0
Pilot,6,7,17,19,11,13,6,19,0,0,2,2,1,1.0,0,2.0
Pilot,6,6,16,19,12,13,5,18,0,0,2,2,1,1.0,0,2.0
Pilot,6,5,16,19,13,13,5,17,0,0,2,2,1,1.0,0,2.0
Pilot,6,5,18,19,12,13,6,20,0,0,2,2,1,1.0,0,2.0
Pilot,6,6,17,19,14,13,7,19,0,0,2,2,1,1.0,0,2.0
Pilot,6,7,16,19,11,13,8,18,0,0,2,2,1,1.0,0,2.0
Pilot,6,8,16,19,12,13,7,17,0,0,2,2,1,1.0,0,2.0
Pilot,6,8,18,19,13,13,6,20,0,0,2,2,1,1.0,0,2.0
