PH-121,HS-101,CY-105,HS-105/12,MT-111,CS-105,CS-106,EL-102,EE-119,ME-107,CS-107,HS-205/20,MT-222,EE-222,MT-224,CS-210,CS-211,CS-203,CS-214,EE-217,CS-212,CS-215,MT-331,EF-303,HS-304,CS-301,CS-302,TC-383,MT-442,EL-332,CS-318,CS-306,CS-312,CS-317,CS-403,CS-421,CS-406,CS-414,CS-419,CS-423,CS-412,CGPA
12.0,8.0,12.0,6.0,9.0,6.0,11.0,11.0,12.0,11.0,6.0,11.0,11.0,12.0,12.0,11.0,8.0,8.0,11.0,11.0,10.0,11.0,9.0,8.0,6.0,11.0,12.0,12.0,12.0,9.0,12.0,12.0,10.0,12.0,11.0,8.0,11.0,12.0,11.0,8.0,11.0,3.571
12.0,8.0,10.0,12.0,9.0,12.0,12.0,8.0,9.0,8.0,12.0,11.0,11.0,12.0,11.0,10.0,5.0,8.0,6.0,11.0,9.0,9.0,8.0,8.0,8.0,9.0,10.0,11.0,12.0,10.0,11.0,11.0,6.0,10.0,9.0,7.0,11.0,11.0,9.0,6.0,11.0,3.227
12.0,10.0,9.0,9.0,11.0,12.0,10.0,7.0,10.0,8.0,11.0,9.0,8.0,12.0,8.0,11.0,6.0,8.0,7.0,11.0,6.0,6.0,6.0,6.0,7.0,7.0,10.0,8.0,7.0,9.0,9.0,11.0,6.0,6.0,8.0,7.0,11.0,11.0,8.0,7.0,11.0,2.918
12.0,11.0,12.0,12.0,11.0,6.0,12.0,8.0,10.0,11.0,6.0,12.0,11.0,12.0,12.0,12.0,11.0,10.0,11.0,11.0,10.0,10.0,6.0,7.0,10.0,11.0,11.0,11.0,11.0,11.0,12.0,11.0,10.0,11.0,10.0,9.0,11.0,12.0,11.0,11.0,12.0,3.625
6.0,10.0,12.0,12.0,11.0,6.0,12.0,7.0,10.0,11.0,12.0,12.0,11.0,12.0,12.0,12.0,9.0,11.0,10.0,12.0,10.0,11.0,8.0,10.0,8.0,11.0,12.0,11.0,11.0,11.0,11.0,11.0,10.0,12.0,11.0,11.0,11.0,12.0,11.0,11.0,12.0,3.672
12.0,11.0,11.0,7.0,11.0,11.0,11.0,9.0,10.0,11.0,11.0,11.0,8.0,11.0,6.0,11.0,5.0,9.0,8.0,10.0,8.0,11.0,5.0,7.0,8.0,9.0,11.0,11.0,10.0,8.0,11.0,12.0,8.0,10.0,11.0,5.0,11.0,11.0,10.0,8.0,12.0,3.241
12.0,7.0,11.0,6.0,7.0,11.0,9.0,6.0,10.0,4.0,12.0,11.0,9.0,6.0,11.0,7.0,4.0,4.0,5.0,8.0,5.0,10.0,5.0,8.0,10.0,6.0,11.0,11.0,12.0,8.0,10.0,11.0,5.0,8.0,11.0,9.0,11.0,12.0,8.0,8.0,12.0,2.982
10.0,11.0,11.0,11.0,11.0,11.0,8.0,10.0,8.0,9.0,12.0,9.0,11.0,12.0,10.0,11.0,8.0,10.0,11.0,11.0,7.0,7.0,5.0,7.0,8.0,9.0,11.0,11.0,9.0,11.0,9.0,11.0,9.0,9.0,10.0,5.0,11.0,11.0,11.0,9.0,10.0,3.246
12.0,12.0,11.0,12.0,11.0,6.0,12.0,11.0,7.0,12.0,6.0,11.0,12.0,12.0,11.0,12.0,12.0,11.0,12.0,11.0,11.0,10.0,11.0,11.0,8.0,12.0,12.0,12.0,11.0,11.0,12.0,12.0,10.0,6.0,12.0,9.0,11.0,11.0,12.0,11.0,11.0,3.759
8.0,7.0,11.0,11.0,8.0,12.0,6.0,8.0,8.0,4.0,11.0,7.0,4.0,8.0,3.0,12.0,9.0,12.0,3.0,6.0,3.0,8.0,3.0,5.0,6.0,4.0,8.0,3.0,4.0,6.0,11.0,8.0,7.0,3.0,4.0,6.0,11.0,11.0,4.0,3.0,9.0,2.35
11.0,5.0,8.0,11.0,7.0,11.0,9.0,7.0,11.0,6.0,11.0,7.0,9.0,12.0,5.0,9.0,7.0,5.0,6.0,10.0,5.0,11.0,8.0,8.0,6.0,8.0,11.0,8.0,11.0,8.0,11.0,11.0,8.0,8.0,10.0,8.0,10.0,12.0,7.0,10.0,12.0,2.947
6.0,9.0,9.0,4.0,8.0,11.0,5.0,4.0,5.0,3.0,9.0,11.0,3.0,11.0,3.0,6.0,3.0,4.0,4.0,8.0,4.0,4.0,4.0,8.0,8.0,5.0,9.0,8.0,8.0,7.0,10.0,10.0,11.0,5.0,7.0,6.0,11.0,12.0,7.0,8.0,11.0,2.394
12.0,9.0,12.0,6.0,11.0,6.0,11.0,11.0,12.0,11.0,6.0,11.0,12.0,12.0,11.0,12.0,10.0,11.0,11.0,11.0,10.0,11.0,10.0,9.0,8.0,11.0,12.0,12.0,12.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,12.0,3.723
11.0,7.0,11.0,12.0,9.0,12.0,11.0,9.0,11.0,8.0,6.0,11.0,11.0,12.0,12.0,11.0,7.0,9.0,7.0,12.0,8.0,10.0,3.0,7.0,11.0,7.0,11.0,11.0,12.0,11.0,10.0,11.0,8.0,8.0,9.0,9.0,11.0,12.0,11.0,5.0,12.0,3.266
11.0,6.0,10.0,9.0,10.0,12.0,11.0,9.0,11.0,4.0,12.0,6.0,11.0,11.0,10.0,7.0,5.0,5.0,4.0,11.0,4.0,6.0,4.0,4.0,9.0,4.0,6.0,7.0,11.0,10.0,9.0,9.0,4.0,4.0,4.0,3.0,9.0,10.0,6.0,4.0,10.0,2.528
12.0,8.0,10.0,12.0,11.0,12.0,12.0,10.0,10.0,11.0,12.0,11.0,12.0,11.0,11.0,11.0,8.0,9.0,11.0,12.0,10.0,11.0,8.0,6.0,6.0,11.0,10.0,11.0,11.0,10.0,11.0,11.0,6.0,7.0,10.0,8.0,11.0,11.0,11.0,8.0,12.0,3.369
12.0,11.0,11.0,6.0,10.0,12.0,11.0,9.0,11.0,11.0,11.0,6.0,11.0,11.0,9.0,9.0,11.0,10.0,9.0,11.0,10.0,8.0,8.0,4.0,9.0,5.0,9.0,8.0,11.0,10.0,7.0,9.0,5.0,5.0,5.0,7.0,11.0,11.0,10.0,5.0,11.0,3.044
11.0,10.0,8.0,6.0,10.0,11.0,10.0,9.0,6.0,11.0,6.0,9.0,11.0,11.0,7.0,11.0,5.0,9.0,6.0,11.0,8.0,7.0,5.0,5.0,5.0,8.0,9.0,12.0,11.0,10.0,7.0,11.0,6.0,10.0,11.0,7.0,11.0,11.0,8.0,10.0,9.0,3.076
11.0,10.0,9.0,11.0,9.0,11.0,8.0,9.0,7.0,8.0,12.0,11.0,11.0,10.0,7.0,8.0,4.0,7.0,5.0,11.0,6.0,8.0,3.0,8.0,8.0,4.0,9.0,6.0,9.0,11.0,8.0,11.0,5.0,5.0,8.0,5.0,11.0,12.0,7.0,6.0,10.0,2.749
6.0,11.0,5.0,12.0,11.0,9.0,11.0,11.0,5.0,11.0,12.0,7.0,11.0,11.0,8.0,11.0,11.0,11.0,9.0,11.0,11.0,6.0,12.0,7.0,6.0,6.0,10.0,10.0,6.0,10.0,7.0,11.0,7.0,6.0,8.0,4.0,11.0,11.0,11.0,6.0,10.0,3.074
12.0,11.0,11.0,12.0,12.0,11.0,12.0,9.0,11.0,11.0,6.0,11.0,12.0,12.0,12.0,11.0,10.0,11.0,11.0,11.0,12.0,11.0,10.0,9.0,11.0,11.0,11.0,12.0,12.0,12.0,11.0,12.0,8.0,12.0,12.0,10.0,12.0,11.0,11.0,11.0,11.0,3.736
11.0,4.0,8.0,7.0,7.0,9.0,4.0,5.0,5.0,4.0,10.0,11.0,7.0,10.0,5.0,5.0,4.0,5.0,4.0,11.0,4.0,5.0,11.0,6.0,8.0,4.0,8.0,5.0,10.0,7.0,8.0,11.0,3.0,11.0,5.0,8.0,10.0,10.0,4.0,3.0,9.0,2.311
11.0,10.0,11.0,11.0,10.0,11.0,10.0,8.0,9.0,5.0,12.0,11.0,8.0,6.0,6.0,10.0,5.0,8.0,5.0,11.0,8.0,7.0,4.0,8.0,9.0,7.0,11.0,9.0,9.0,9.0,10.0,11.0,3.0,7.0,7.0,9.0,11.0,12.0,6.0,9.0,11.0,2.971
12.0,10.0,11.0,12.0,11.0,11.0,11.0,8.0,8.0,11.0,6.0,12.0,12.0,11.0,11.0,11.0,9.0,11.0,11.0,12.0,11.0,8.0,8.0,8.0,11.0,11.0,12.0,6.0,11.0,9.0,11.0,12.0,11.0,12.0,12.0,8.0,11.0,11.0,11.0,11.0,11.0,3.585
8.0,6.0,8.0,7.0,6.0,8.0,4.0,4.0,6.0,3.0,7.0,4.0,3.0,6.0,3.0,3.0,6.0,4.0,4.0,8.0,4.0,7.0,11.0,6.0,6.0,5.0,4.0,3.0,8.0,7.0,8.0,6.0,10.0,3.0,9.0,6.0,9.0,10.0,8.0,4.0,7.0,2.053
9.0,11.0,10.0,8.0,9.0,11.0,10.0,10.0,4.0,9.0,9.0,7.0,4.0,12.0,3.0,9.0,4.0,11.0,8.0,11.0,11.0,7.0,4.0,5.0,9.0,7.0,11.0,6.0,8.0,11.0,11.0,11.0,8.0,7.0,10.0,7.0,11.0,10.0,9.0,9.0,9.0,2.895
7.0,11.0,10.0,8.0,6.0,11.0,10.0,5.0,6.0,5.0,11.0,6.0,4.0,12.0,4.0,10.0,4.0,9.0,10.0,6.0,10.0,6.0,5.0,7.0,11.0,7.0,9.0,6.0,8.0,7.0,8.0,11.0,6.0,8.0,7.0,4.0,9.0,11.0,7.0,7.0,9.0,2.634
9.0,6.0,8.0,11.0,4.0,10.0,6.0,3.0,8.0,4.0,10.0,5.0,6.0,8.0,3.0,6.0,4.0,3.0,5.0,7.0,5.0,5.0,4.0,5.0,8.0,5.0,8.0,8.0,7.0,7.0,11.0,10.0,4.0,7.0,9.0,6.0,11.0,11.0,6.0,8.0,9.0,2.352
6.0,9.0,5.0,6.0,5.0,11.0,4.0,3.0,5.0,5.0,6.0,7.0,3.0,7.0,5.0,5.0,4.0,4.0,5.0,8.0,8.0,3.0,11.0,6.0,7.0,5.0,8.0,4.0,4.0,7.0,8.0,8.0,9.0,3.0,6.0,4.0,11.0,10.0,5.0,5.0,8.0,2.042
11.0,10.0,8.0,8.0,7.0,11.0,9.0,9.0,5.0,8.0,10.0,6.0,8.0,12.0,6.0,9.0,6.0,4.0,4.0,9.0,4.0,7.0,7.0,9.0,8.0,4.0,8.0,8.0,9.0,8.0,11.0,10.0,4.0,6.0,8.0,3.0,10.0,9.0,7.0,4.0,8.0,2.555
6.0,12.0,12.0,12.0,6.0,12.0,6.0,11.0,11.0,12.0,12.0,12.0,6.0,6.0,10.0,12.0,12.0,12.0,6.0,11.0,6.0,12.0,12.0,10.0,11.0,6.0,6.0,6.0,12.0,12.0,12.0,12.0,12.0,6.0,12.0,9.0,11.0,11.0,6.0,11.0,11.0,3.882
6.0,12.0,11.0,6.0,12.0,12.0,12.0,10.0,11.0,12.0,6.0,12.0,6.0,12.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,11.0,8.0,9.0,11.0,12.0,12.0,12.0,12.0,11.0,11.0,12.0,11.0,12.0,12.0,11.0,11.0,12.0,11.0,11.0,12.0,3.844
10.0,9.0,10.0,9.0,8.0,12.0,10.0,5.0,9.0,9.0,11.0,11.0,8.0,8.0,3.0,4.0,3.0,8.0,4.0,8.0,5.0,4.0,9.0,4.0,7.0,3.0,3.0,5.0,11.0,6.0,4.0,5.0,6.0,4.0,3.0,3.0,11.0,8.0,5.0,10.0,6.0,2.253
12.0,11.0,12.0,12.0,10.0,12.0,12.0,12.0,10.0,11.0,6.0,12.0,12.0,12.0,11.0,12.0,11.0,10.0,11.0,12.0,11.0,11.0,6.0,9.0,11.0,11.0,12.0,12.0,11.0,11.0,11.0,12.0,11.0,12.0,11.0,9.0,11.0,11.0,11.0,11.0,12.0,3.705
12.0,12.0,10.0,12.0,11.0,11.0,11.0,11.0,10.0,11.0,6.0,11.0,11.0,11.0,9.0,11.0,10.0,11.0,11.0,12.0,8.0,9.0,8.0,10.0,9.0,11.0,10.0,11.0,10.0,12.0,10.0,12.0,7.0,8.0,10.0,6.0,11.0,11.0,11.0,10.0,11.0,3.451
11.0,6.0,12.0,6.0,11.0,12.0,11.0,6.0,8.0,10.0,12.0,12.0,11.0,12.0,9.0,11.0,8.0,9.0,9.0,10.0,9.0,9.0,11.0,8.0,11.0,7.0,11.0,11.0,10.0,11.0,11.0,12.0,8.0,11.0,9.0,10.0,11.0,12.0,10.0,10.0,11.0,3.425
6.0,9.0,11.0,4.0,7.0,11.0,5.0,3.0,5.0,3.0,9.0,4.0,3.0,6.0,3.0,4.0,8.0,3.0,6.0,5.0,7.0,3.0,10.0,6.0,6.0,3.0,8.0,9.0,5.0,6.0,7.0,8.0,6.0,4.0,4.0,3.0,8.0,11.0,4.0,3.0,8.0,1.992
8.0,11.0,9.0,8.0,7.0,12.0,8.0,7.0,7.0,6.0,11.0,9.0,6.0,11.0,7.0,8.0,5.0,7.0,8.0,10.0,5.0,5.0,4.0,6.0,5.0,7.0,8.0,8.0,10.0,9.0,9.0,11.0,5.0,6.0,9.0,7.0,11.0,11.0,9.0,6.0,10.0,2.648
12.0,7.0,11.0,11.0,11.0,12.0,9.0,8.0,7.0,9.0,8.0,5.0,6.0,6.0,7.0,10.0,5.0,6.0,6.0,8.0,8.0,5.0,4.0,6.0,10.0,5.0,9.0,5.0,11.0,8.0,8.0,11.0,5.0,5.0,5.0,4.0,11.0,11.0,5.0,4.0,8.0,2.608
11.0,11.0,11.0,12.0,11.0,11.0,10.0,5.0,8.0,7.0,12.0,7.0,4.0,12.0,6.0,8.0,5.0,7.0,9.0,11.0,8.0,8.0,6.0,9.0,11.0,8.0,9.0,7.0,11.0,9.0,10.0,11.0,7.0,7.0,8.0,9.0,11.0,12.0,10.0,7.0,10.0,3.019
6.0,11.0,12.0,12.0,12.0,6.0,12.0,8.0,10.0,12.0,12.0,11.0,11.0,6.0,12.0,12.0,7.0,12.0,12.0,12.0,12.0,11.0,8.0,9.0,11.0,12.0,11.0,9.0,12.0,11.0,12.0,11.0,9.0,11.0,10.0,8.0,12.0,12.0,10.0,10.0,10.0,3.623
6.0,6.0,12.0,6.0,8.0,12.0,11.0,9.0,9.0,8.0,6.0,11.0,12.0,12.0,11.0,9.0,7.0,8.0,6.0,12.0,11.0,9.0,10.0,11.0,10.0,10.0,10.0,12.0,11.0,11.0,9.0,11.0,7.0,11.0,11.0,8.0,11.0,12.0,11.0,8.0,10.0,3.373
12.0,11.0,11.0,12.0,9.0,11.0,11.0,9.0,11.0,10.0,6.0,11.0,10.0,12.0,11.0,11.0,7.0,9.0,7.0,11.0,11.0,10.0,11.0,4.0,11.0,7.0,11.0,5.0,8.0,6.0,11.0,6.0,12.0,8.0,10.0,9.0,10.0,7.0,7.0,7.0,12.0,3.164
12.0,6.0,11.0,12.0,7.0,11.0,6.0,5.0,9.0,5.0,12.0,8.0,7.0,11.0,4.0,7.0,5.0,6.0,6.0,9.0,7.0,5.0,5.0,6.0,6.0,3.0,7.0,5.0,10.0,6.0,7.0,10.0,3.0,4.0,6.0,5.0,11.0,11.0,5.0,3.0,7.0,2.347
9.0,5.0,9.0,6.0,6.0,12.0,10.0,8.0,8.0,8.0,6.0,11.0,9.0,12.0,7.0,10.0,6.0,8.0,9.0,9.0,5.0,11.0,8.0,5.0,7.0,8.0,10.0,11.0,11.0,10.0,9.0,11.0,9.0,6.0,12.0,11.0,9.0,12.0,11.0,11.0,10.0,3.094
12.0,12.0,11.0,12.0,10.0,12.0,11.0,8.0,11.0,11.0,6.0,10.0,12.0,12.0,11.0,11.0,7.0,10.0,10.0,11.0,11.0,10.0,10.0,9.0,8.0,11.0,10.0,12.0,12.0,11.0,11.0,12.0,9.0,12.0,11.0,10.0,11.0,12.0,11.0,10.0,11.0,3.597
12.0,11.0,12.0,6.0,11.0,11.0,11.0,10.0,11.0,10.0,6.0,12.0,12.0,6.0,12.0,12.0,8.0,11.0,12.0,11.0,12.0,12.0,12.0,10.0,11.0,12.0,12.0,6.0,6.0,11.0,11.0,12.0,11.0,11.0,12.0,11.0,11.0,12.0,12.0,11.0,12.0,3.809
10.0,7.0,11.0,6.0,9.0,11.0,8.0,8.0,6.0,8.0,11.0,5.0,11.0,10.0,9.0,8.0,4.0,6.0,6.0,11.0,8.0,9.0,11.0,6.0,11.0,5.0,10.0,7.0,12.0,6.0,9.0,10.0,4.0,7.0,9.0,7.0,12.0,11.0,9.0,6.0,11.0,2.857
3.0,3.0,3.0,4.0,4.0,10.0,3.0,3.0,5.0,3.0,4.0,3.0,4.0,5.0,3.0,4.0,6.0,3.0,5.0,3.0,4.0,8.0,12.0,4.0,3.0,4.0,4.0,9.0,4.0,5.0,5.0,6.0,5.0,5.0,7.0,6.0,4.0,6.0,8.0,5.0,7.0,1.719
12.0,8.0,10.0,6.0,6.0,11.0,12.0,8.0,9.0,10.0,12.0,11.0,12.0,6.0,6.0,12.0,11.0,11.0,12.0,11.0,11.0,12.0,11.0,9.0,8.0,11.0,11.0,12.0,12.0,12.0,11.0,12.0,10.0,10.0,12.0,11.0,11.0,12.0,12.0,11.0,12.0,3.645
10.0,11.0,10.0,11.0,10.0,11.0,7.0,9.0,6.0,7.0,12.0,9.0,4.0,12.0,5.0,8.0,4.0,6.0,5.0,10.0,6.0,5.0,3.0,8.0,5.0,6.0,7.0,9.0,8.0,8.0,10.0,11.0,5.0,7.0,11.0,7.0,11.0,11.0,8.0,8.0,11.0,2.717
6.0,10.0,12.0,12.0,8.0,11.0,11.0,9.0,10.0,11.0,12.0,11.0,11.0,11.0,11.0,10.0,6.0,7.0,9.0,11.0,8.0,9.0,5.0,8.0,11.0,9.0,10.0,10.0,11.0,10.0,11.0,11.0,5.0,9.0,11.0,10.0,11.0,12.0,11.0,10.0,11.0,3.345
8.0,8.0,9.0,3.0,4.0,10.0,7.0,5.0,6.0,3.0,10.0,8.0,3.0,10.0,3.0,5.0,8.0,5.0,4.0,5.0,4.0,4.0,11.0,6.0,9.0,3.0,8.0,5.0,4.0,6.0,7.0,10.0,4.0,4.0,5.0,5.0,11.0,11.0,5.0,3.0,11.0,2.129
11.0,10.0,12.0,12.0,11.0,11.0,12.0,10.0,7.0,12.0,12.0,10.0,11.0,12.0,6.0,10.0,5.0,9.0,8.0,11.0,11.0,8.0,9.0,7.0,11.0,7.0,11.0,7.0,9.0,8.0,10.0,10.0,5.0,8.0,5.0,6.0,11.0,9.0,6.0,7.0,11.0,3.075
8.0,11.0,11.0,12.0,6.0,11.0,11.0,11.0,7.0,6.0,11.0,11.0,11.0,11.0,10.0,8.0,7.0,5.0,10.0,11.0,7.0,6.0,8.0,4.0,11.0,8.0,10.0,7.0,11.0,7.0,10.0,10.0,8.0,8.0,6.0,5.0,11.0,11.0,5.0,10.0,11.0,2.931
4.0,6.0,7.0,3.0,3.0,10.0,5.0,5.0,11.0,4.0,7.0,4.0,3.0,6.0,3.0,3.0,5.0,4.0,5.0,4.0,6.0,3.0,8.0,3.0,7.0,3.0,7.0,4.0,3.0,4.0,6.0,6.0,4.0,5.0,8.0,6.0,9.0,11.0,6.0,3.0,11.0,1.909
8.0,8.0,11.0,11.0,9.0,11.0,11.0,11.0,10.0,5.0,12.0,12.0,10.0,12.0,5.0,8.0,6.0,8.0,8.0,11.0,5.0,10.0,4.0,6.0,11.0,8.0,10.0,10.0,11.0,7.0,11.0,11.0,6.0,8.0,11.0,5.0,7.0,11.0,8.0,7.0,11.0,2.942
12.0,8.0,11.0,12.0,11.0,12.0,12.0,9.0,11.0,8.0,6.0,11.0,9.0,12.0,11.0,9.0,4.0,8.0,7.0,11.0,8.0,11.0,8.0,7.0,11.0,9.0,11.0,10.0,11.0,11.0,11.0,12.0,6.0,11.0,12.0,7.0,10.0,12.0,8.0,10.0,12.0,3.325
7.0,11.0,11.0,12.0,6.0,6.0,9.0,10.0,9.0,6.0,12.0,11.0,11.0,12.0,8.0,6.0,4.0,5.0,8.0,8.0,8.0,7.0,11.0,6.0,11.0,8.0,11.0,7.0,11.0,7.0,11.0,10.0,6.0,9.0,11.0,7.0,11.0,12.0,8.0,10.0,11.0,3.023
5.0,5.0,10.0,4.0,4.0,10.0,5.0,5.0,9.0,4.0,10.0,8.0,3.0,8.0,5.0,5.0,4.0,3.0,4.0,8.0,4.0,4.0,11.0,6.0,11.0,3.0,9.0,4.0,7.0,7.0,9.0,7.0,6.0,9.0,7.0,4.0,9.0,11.0,4.0,6.0,10.0,2.212
9.0,11.0,11.0,10.0,5.0,10.0,9.0,10.0,11.0,4.0,11.0,7.0,7.0,11.0,5.0,5.0,4.0,3.0,5.0,10.0,4.0,5.0,11.0,5.0,11.0,5.0,9.0,7.0,11.0,7.0,11.0,8.0,5.0,4.0,7.0,7.0,11.0,12.0,8.0,8.0,11.0,2.621
11.0,8.0,10.0,5.0,11.0,11.0,9.0,11.0,8.0,4.0,11.0,10.0,9.0,12.0,6.0,7.0,3.0,8.0,8.0,9.0,6.0,7.0,5.0,6.0,11.0,9.0,9.0,9.0,7.0,11.0,9.0,8.0,5.0,8.0,10.0,5.0,11.0,11.0,8.0,8.0,9.0,2.76
11.0,11.0,11.0,9.0,11.0,12.0,9.0,11.0,8.0,5.0,11.0,12.0,4.0,12.0,7.0,11.0,11.0,10.0,10.0,11.0,10.0,10.0,12.0,8.0,11.0,7.0,11.0,10.0,9.0,8.0,11.0,11.0,8.0,11.0,8.0,7.0,9.0,11.0,8.0,11.0,11.0,3.229
12.0,10.0,11.0,8.0,11.0,12.0,9.0,8.0,10.0,5.0,12.0,11.0,11.0,12.0,5.0,11.0,7.0,7.0,9.0,11.0,9.0,7.0,4.0,9.0,11.0,10.0,11.0,11.0,11.0,11.0,10.0,11.0,9.0,11.0,11.0,8.0,11.0,11.0,8.0,11.0,11.0,3.269
12.0,12.0,12.0,6.0,11.0,6.0,12.0,11.0,11.0,10.0,6.0,11.0,11.0,6.0,11.0,11.0,6.0,10.0,11.0,11.0,11.0,11.0,8.0,6.0,11.0,12.0,11.0,11.0,11.0,11.0,11.0,12.0,8.0,11.0,12.0,10.0,12.0,12.0,12.0,12.0,11.0,3.664
9.0,9.0,11.0,12.0,9.0,11.0,9.0,4.0,10.0,3.0,10.0,9.0,5.0,11.0,5.0,8.0,7.0,7.0,11.0,10.0,8.0,7.0,3.0,5.0,11.0,8.0,9.0,3.0,9.0,6.0,10.0,9.0,5.0,6.0,10.0,5.0,11.0,12.0,10.0,11.0,11.0,2.756
8.0,8.0,8.0,10.0,6.0,8.0,9.0,6.0,7.0,3.0,11.0,6.0,9.0,11.0,4.0,10.0,3.0,3.0,6.0,8.0,8.0,8.0,8.0,7.0,10.0,10.0,11.0,11.0,11.0,10.0,8.0,11.0,6.0,8.0,12.0,9.0,11.0,11.0,11.0,11.0,11.0,2.895
8.0,9.0,6.0,11.0,5.0,12.0,11.0,8.0,9.0,3.0,11.0,8.0,10.0,11.0,6.0,5.0,4.0,5.0,10.0,9.0,4.0,6.0,6.0,4.0,11.0,5.0,8.0,6.0,10.0,6.0,9.0,8.0,5.0,6.0,11.0,6.0,11.0,11.0,8.0,10.0,11.0,2.644
11.0,11.0,10.0,6.0,9.0,11.0,5.0,11.0,11.0,3.0,9.0,6.0,4.0,6.0,4.0,6.0,7.0,7.0,4.0,9.0,4.0,4.0,11.0,4.0,10.0,5.0,7.0,4.0,8.0,6.0,8.0,8.0,8.0,7.0,7.0,4.0,7.0,12.0,8.0,8.0,10.0,2.462
11.0,8.0,10.0,4.0,5.0,11.0,7.0,11.0,7.0,8.0,9.0,10.0,4.0,11.0,6.0,9.0,4.0,4.0,5.0,11.0,6.0,7.0,5.0,4.0,11.0,8.0,10.0,7.0,11.0,8.0,10.0,10.0,5.0,7.0,11.0,5.0,11.0,11.0,8.0,8.0,11.0,2.701
11.0,12.0,11.0,11.0,11.0,6.0,11.0,11.0,11.0,11.0,11.0,11.0,10.0,12.0,11.0,12.0,11.0,11.0,12.0,11.0,12.0,12.0,10.0,7.0,12.0,11.0,12.0,11.0,6.0,11.0,11.0,11.0,11.0,11.0,10.0,10.0,12.0,12.0,12.0,11.0,12.0,3.727
11.0,10.0,11.0,10.0,8.0,12.0,5.0,10.0,11.0,3.0,12.0,11.0,11.0,11.0,5.0,11.0,6.0,6.0,6.0,11.0,5.0,8.0,5.0,6.0,11.0,7.0,10.0,9.0,12.0,9.0,11.0,11.0,5.0,7.0,11.0,7.0,10.0,12.0,11.0,11.0,11.0,3.042
6.0,12.0,12.0,6.0,12.0,6.0,11.0,11.0,11.0,11.0,6.0,12.0,12.0,11.0,12.0,8.0,12.0,11.0,12.0,11.0,11.0,7.0,10.0,10.0,11.0,12.0,12.0,11.0,11.0,11.0,11.0,12.0,11.0,12.0,12.0,10.0,10.0,12.0,12.0,6.0,12.0,3.754
6.0,11.0,12.0,6.0,12.0,12.0,11.0,12.0,11.0,12.0,6.0,12.0,12.0,6.0,12.0,12.0,11.0,11.0,12.0,12.0,12.0,11.0,11.0,9.0,11.0,12.0,12.0,12.0,12.0,11.0,11.0,12.0,11.0,11.0,9.0,9.0,11.0,12.0,10.0,11.0,12.0,3.769
11.0,8.0,10.0,12.0,10.0,11.0,11.0,11.0,8.0,9.0,12.0,9.0,8.0,11.0,6.0,11.0,4.0,9.0,8.0,11.0,6.0,7.0,4.0,7.0,9.0,8.0,9.0,5.0,11.0,9.0,9.0,9.0,7.0,8.0,8.0,6.0,12.0,11.0,8.0,10.0,9.0,2.948
4.0,9.0,8.0,8.0,5.0,12.0,7.0,5.0,6.0,3.0,12.0,7.0,3.0,8.0,4.0,5.0,10.0,4.0,5.0,10.0,5.0,5.0,9.0,4.0,11.0,4.0,7.0,4.0,6.0,5.0,8.0,9.0,3.0,3.0,6.0,6.0,9.0,12.0,6.0,8.0,9.0,2.206
12.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,10.0,10.0,12.0,10.0,11.0,11.0,5.0,11.0,8.0,8.0,10.0,10.0,12.0,6.0,11.0,7.0,11.0,9.0,11.0,11.0,11.0,11.0,10.0,11.0,9.0,11.0,7.0,5.0,11.0,11.0,8.0,9.0,10.0,3.353
12.0,10.0,12.0,6.0,11.0,6.0,11.0,12.0,11.0,12.0,6.0,12.0,12.0,6.0,11.0,12.0,11.0,11.0,11.0,12.0,11.0,12.0,6.0,9.0,9.0,12.0,11.0,12.0,10.0,11.0,11.0,11.0,9.0,11.0,9.0,8.0,11.0,12.0,9.0,10.0,12.0,3.573
12.0,11.0,12.0,12.0,10.0,12.0,9.0,8.0,11.0,6.0,12.0,9.0,10.0,12.0,5.0,11.0,6.0,5.0,8.0,10.0,9.0,9.0,3.0,8.0,11.0,10.0,11.0,12.0,12.0,8.0,9.0,11.0,7.0,12.0,12.0,8.0,11.0,11.0,11.0,11.0,11.0,3.267
11.0,6.0,12.0,8.0,8.0,12.0,9.0,11.0,7.0,5.0,6.0,9.0,11.0,11.0,7.0,8.0,4.0,4.0,6.0,8.0,5.0,6.0,6.0,7.0,11.0,9.0,9.0,11.0,11.0,8.0,8.0,9.0,4.0,8.0,9.0,7.0,7.0,11.0,8.0,6.0,11.0,2.756
11.0,8.0,11.0,12.0,8.0,10.0,11.0,9.0,10.0,3.0,12.0,5.0,8.0,11.0,5.0,5.0,4.0,4.0,4.0,11.0,5.0,5.0,4.0,7.0,11.0,4.0,8.0,9.0,8.0,8.0,8.0,8.0,5.0,5.0,8.0,6.0,10.0,11.0,8.0,8.0,10.0,2.595
12.0,11.0,11.0,6.0,11.0,12.0,11.0,10.0,11.0,10.0,12.0,11.0,11.0,12.0,12.0,11.0,7.0,9.0,11.0,11.0,10.0,11.0,8.0,7.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,8.0,10.0,12.0,8.0,12.0,12.0,10.0,11.0,12.0,3.593
